gene,oe_lof,oe_lof_lower,oe_lof_upper,oe_lof_upper_rank,pLI
RP11-664D7.4,1.0352,0.491,1.848,17913.0,0.0014724
PMAIP1,0.71177,0.218,1.848,17914.0,0.11182
OR56B3P,1.1516,0.642,1.848,17915.0,1.1268e-05
TMEM221,0.97222,0.421,1.848,17916.0,0.0067947
C1orf134,0.0,0.0,1.848,17917.0,0.32626
CXorf31,0.71137,0.217,1.848,17918.0,0.11186
DEFB107A,0.0,0.0,1.848,17919.0,0.32633
ULBP2,1.2553,0.796,1.848,17920.0,1.8392e-09
CTC-236F12.4,0.97318,0.421,1.848,17921.0,0.0067819
VTCN1,1.3071,0.878,1.848,17922.0,1.3669e-12
GNG5P2,0.0,0.0,1.849,17923.0,0.32594
RP11-45H22.3,0.71374,0.218,1.849,17924.0,0.11161
RP11-738G5.2,0.88313,0.333,1.849,17925.0,0.029157
ZG16B,1.0859,0.551,1.849,17926.0,0.00029994
ZNF550,1.2035,0.715,1.849,17927.0,3.6166e-07
OR5AN1,1.122,0.6,1.849,17928.0,5.9253e-05
OR6P1,1.1238,0.601,1.849,17929.0,5.8864e-05
CLDN24,1.1803,0.681,1.849,17930.0,2.0392e-06
FBXL22,1.0391,0.493,1.849,17931.0,0.0014582
HLA-DRB5,1.2025,0.714,1.849,17932.0,3.6359e-07
RPS17,0.0,0.0,1.849,17933.0,0.32566
SVIP,1.0855,0.551,1.849,17934.0,0.00030038
ZNF417,0.9755,0.422,1.849,17935.0,0.0067514
PSG9,1.4025,1.035,1.849,17936.0,3.8688999999999997e-22
FAM150A,1.1228,0.6,1.849,17937.0,5.9081e-05
VSTM5,1.2245,0.745,1.849,17938.0,6.2537e-08
C9orf129,1.0876,0.552,1.85,17939.0,0.00029845
C21orf90,0.88785,0.335,1.85,17940.0,0.028961
HLA-DOA,1.2742,0.821,1.85,17941.0,2.9776e-10
TPSD1,1.3005,0.863,1.85,17942.0,8.0398e-12
AC012313.1,0.88696,0.334,1.85,17943.0,0.028998
IL1F10,1.182,0.682,1.85,17944.0,2.023e-06
ZNF114,0.97811,0.423,1.85,17945.0,0.0067173
FOXI2,1.0875,0.552,1.85,17946.0,0.00029852
KRT6C,1.4037,1.036,1.85,17947.0,3.8078999999999996e-22
HBA1,0.97704,0.422,1.85,17948.0,0.0067313
NMNAT3,1.2249,0.746,1.85,17949.0,6.2389e-08
AC104667.3,0.97786,0.422,1.85,17950.0,0.0067205
IQCD,1.2608,0.799,1.851,17951.0,1.7712e-09
ARGFX,1.0905,0.553,1.851,17952.0,0.00029585
TLR1,1.4112,1.047,1.851,17953.0,5.8704e-23
AC018816.3,1.1282,0.603,1.851,17954.0,5.7938e-05
NXPE1,1.3125,0.882,1.851,17955.0,1.3061e-12
RFPL2,1.2076,0.717,1.851,17956.0,3.5388e-07
SSX5,1.2449,0.774,1.851,17957.0,1.0514e-08
MFSD3,1.3034,0.865,1.852,17958.0,7.8565e-12
MAGED4,0.0,0.0,1.852,17959.0,0.32367
HCRT,0.89242,0.336,1.852,17960.0,0.028774
OR10G7,1.0927,0.554,1.852,17961.0,0.00029385
RP11-131H24.4,0.89174,0.336,1.852,17962.0,0.028802
FAM154A,1.4014,1.028,1.852,17963.0,2.3000999999999996e-21
OR10A3,1.2086,0.717,1.852,17964.0,3.5206e-07
BHLHA15,0.98888,0.426,1.853,17965.0,0.0065801
AL359736.1,0.0,0.0,1.853,17966.0,0.3229
HIST1H3F,0.98812,0.426,1.853,17967.0,0.0065896
ULBP3,1.2926,0.846,1.853,17968.0,4.7366e-11
C1orf61,1.1637,0.648,1.853,17969.0,1.0714e-05
CYTL1,1.1633,0.648,1.853,17970.0,1.0733e-05
OR5K2,1.0948,0.555,1.853,17971.0,0.00029208
NPIPA1,0.0,0.0,1.853,17972.0,0.32248
PATE4,1.049,0.496,1.853,17973.0,0.0014234
POU5F1B,1.0958,0.555,1.853,17974.0,0.00029118
MAGEB18,1.1334,0.605,1.853,17975.0,5.6883e-05
TMEM262,1.0959,0.555,1.853,17976.0,0.0002911
RCVRN,1.2664,0.802,1.854,17977.0,1.7064e-09
COX8C,0.7365,0.222,1.854,17978.0,0.10931
CARD18,1.0514,0.497,1.854,17979.0,0.001415
KRTAP4-4,0.0,0.0,1.854,17980.0,0.32211
CSTB,0.99079,0.427,1.854,17981.0,0.0065562
CYS1,0.73619,0.222,1.854,17982.0,0.10934
FAM47E-STBD1,1.3066,0.867,1.854,17983.0,7.6594e-12
C1orf53,1.1371,0.607,1.855,17984.0,5.6149e-05
C1orf64,0.73891,0.223,1.855,17985.0,0.10907
PABPC1L2B,0.0,0.0,1.855,17986.0,0.32142
SLMO1,1.2698,0.804,1.855,17987.0,1.6682e-09
NT5M,1.2521,0.778,1.855,17988.0,1.0052e-08
RLN1,0.99352,0.428,1.855,17989.0,0.0065226
CDC42EP5,0.0,0.0,1.855,17990.0,0.32109
ZNF208,1.1365,0.607,1.855,17991.0,5.6261e-05
ZNF776,0.99478,0.428,1.855,17992.0,0.006507
NDUFB2,1.1679,0.65,1.855,17993.0,1.0531e-05
RP11-834C11.12,1.0998,0.557,1.855,17994.0,0.00028771
OTUB2,1.2983,0.849,1.856,17995.0,4.5366e-11
ZNF708,1.1402,0.608,1.856,17996.0,5.5534e-05
ZNF709,1.1045,0.559,1.856,17997.0,0.00028372
SERPINB3,1.3592,0.95,1.856,17998.0,8.2146e-16
C7orf65,0.99517,0.428,1.856,17999.0,0.0065023
C12orf42,1.2852,0.828,1.856,18000.0,2.7519e-10
ZCCHC13,1.0576,0.5,1.856,18001.0,0.0013939
C15orf48,1.1404,0.608,1.856,18002.0,5.5498e-05
AC121757.1,0.74546,0.224,1.856,18003.0,0.10845
CLLU1OS,1.1046,0.559,1.856,18004.0,0.00028369
OR13C8,1.1387,0.608,1.856,18005.0,5.5814e-05
LRRC30,1.1957,0.689,1.856,18006.0,1.8966e-06
FAM72B,1.0602,0.501,1.857,18007.0,0.0013854
AC023469.1,1.1062,0.56,1.857,18008.0,0.00028236
NPIPA5,0.74973,0.225,1.857,18009.0,0.10805
LUZP4,1.0596,0.501,1.857,18010.0,0.0013873
HMGN4,0.0,0.0,1.857,18011.0,0.31986
GNLY,1.258,0.782,1.857,18012.0,9.6899e-09
TMSB4Y,0.0,0.0,1.858,18013.0,0.31923
ZNF347,1.145,0.61,1.858,18014.0,5.461e-05
OR10H1,1.1445,0.61,1.858,18015.0,5.4696e-05
LCE1C,0.91315,0.342,1.858,18016.0,0.027961
ANAPC13,1.0648,0.503,1.858,18017.0,0.0013703
OR9G4,1.2007,0.691,1.858,18018.0,1.8533e-06
PRLH,0.75355,0.226,1.858,18019.0,0.10769
RNF222,1.1081,0.56,1.858,18020.0,0.00028079
ZCCHC5,1.3024,0.852,1.858,18021.0,4.4007e-11
RP11-625H11.1,1.0631,0.502,1.858,18022.0,0.0013759
SPAG11B,0.91872,0.343,1.859,18023.0,0.027751
C1orf213,0.92005,0.344,1.859,18024.0,0.027702
KLHDC4,1.4658,1.131,1.859,18025.0,4.5566000000000005e-31
AC090616.2,0.0,0.0,1.86,18026.0,0.3175
DRD4,1.2641,0.785,1.86,18027.0,9.3362e-09
C19orf71,1.264,0.785,1.86,18028.0,9.3436e-09
OR2L8,0.0,0.0,1.86,18029.0,0.31779
MT1H,1.0085,0.433,1.86,18030.0,0.0063432
PLA2G16,1.2053,0.694,1.86,18031.0,1.8145e-06
AC120194.1,0.0,0.0,1.86,18032.0,0.31775
AC003043.1,0.0,0.0,1.86,18033.0,0.31763
SMIM10,0.0,0.0,1.861,18034.0,0.31638
IL22RA2,1.3754,0.969,1.861,18035.0,1.2114e-16
ZNF223,1.1829,0.657,1.861,18036.0,9.9106e-06
AKR1C3,1.4314,1.066,1.861,18037.0,7.581200000000001e-24
SDR42E1,1.2798,0.81,1.861,18038.0,1.5615e-09
RNASE13,0.0,0.0,1.861,18039.0,0.31626
IL8,1.1167,0.564,1.861,18040.0,0.00027377
OR5H6,1.1169,0.564,1.861,18041.0,0.00027368
C10orf113,1.1174,0.564,1.861,18042.0,0.00027323
HILPDA,0.0,0.0,1.861,18043.0,0.31634
HIST1H1C,0.92554,0.345,1.861,18044.0,0.0275
FAM110C,1.1837,0.658,1.862,18045.0,9.8787e-06
OR2T7,1.2089,0.695,1.862,18046.0,1.7847e-06
NPPB,1.1837,0.658,1.862,18047.0,9.8786e-06
MRPS2,1.2312,0.729,1.862,18048.0,3.1326e-07
RP11-1026M7.2,0.0,0.0,1.862,18049.0,0.31617
CTD-2021H9.3,1.0157,0.435,1.862,18050.0,0.0062598
OR52N5,1.1544,0.615,1.862,18051.0,5.284e-05
OR7A17,0.0,0.0,1.862,18052.0,0.31571
RP11-366L20.2,1.1857,0.659,1.862,18053.0,9.7977e-06
RP11-404L6.2,0.0,0.0,1.862,18054.0,0.31577
CCL3L3,0.0,0.0,1.863,18055.0,0.31517
TSPAN10,1.1879,0.66,1.863,18056.0,9.7125e-06
KRTAP9-2,0.0,0.0,1.863,18057.0,0.31515
OR2AJ1,1.0191,0.437,1.863,18058.0,0.0062212
TDRP,1.2849,0.813,1.863,18059.0,1.5111e-09
PRSS1,1.3107,0.857,1.863,18060.0,4.1384e-11
CCDC74A,1.3999,1.008,1.863,18061.0,4.718400000000001e-19
ERP27,1.3339,0.895,1.863,18062.0,1.0936e-12
C11orf31,1.0801,0.509,1.863,18063.0,0.0013219
C12orf57,1.1568,0.616,1.863,18064.0,5.2408e-05
ENHO,0.78112,0.231,1.864,18065.0,0.10526
RAET1L,1.2999,0.837,1.864,18066.0,2.4837e-10
FABP4,1.1604,0.617,1.864,18067.0,5.1764e-05
ZNF709,1.1245,0.567,1.864,18068.0,0.00026774
MPZL2,1.336,0.896,1.864,18069.0,1.0755e-12
NPIPB9,0.78257,0.231,1.864,18070.0,0.10514
NNMT,1.2543,0.762,1.864,18071.0,5.2791e-08
S100A4,1.0225,0.438,1.864,18072.0,0.0061838
UFSP1,0.93751,0.348,1.864,18073.0,0.027072
RP11-872D17.8,1.1899,0.661,1.864,18074.0,9.6353e-06
RAB40AL,0.0,0.0,1.865,18075.0,0.31342
PSORS1C1,1.1276,0.569,1.865,18076.0,0.00026534
ZNF578,1.0852,0.511,1.865,18077.0,0.0013064
AL592284.1,0.0,0.0,1.865,18078.0,0.31339
AC140481.2,0.78798,0.232,1.865,18079.0,0.10469
RP11-1105G2.3,0.0,0.0,1.865,18080.0,0.31322
GDF15,1.2389,0.733,1.865,18081.0,3.0133e-07
OR4N4,1.1629,0.619,1.865,18082.0,5.1332e-05
CTAG2,0.7848,0.232,1.865,18083.0,0.10495
DNAJC25-GNG10,1.0841,0.51,1.865,18084.0,0.0013097
FAM159A,1.1638,0.619,1.865,18085.0,5.1161e-05
CXCR1,1.2375,0.733,1.865,18086.0,3.0337e-07
RP11-826N14.2,0.0,0.0,1.865,18087.0,0.31333
SCGB3A2,1.0294,0.44,1.866,18088.0,0.0061075
GOLGA6L4,1.0307,0.44,1.866,18089.0,0.0060938
PRM1,0.94621,0.351,1.866,18090.0,0.02677
NDUFV3,1.3987,1.0,1.866,18091.0,2.8018e-18
ZNF69,1.2586,0.764,1.866,18092.0,5.1561e-08
TRAPPC6A,1.259,0.764,1.866,18093.0,5.145e-08
XAGE5,1.2186,0.7,1.866,18094.0,1.7076e-06
XCL1,1.0879,0.512,1.866,18095.0,0.0012982
COMMD10,1.3279,0.88,1.866,18096.0,6.4803e-12
AC009041.2,0.0,0.0,1.866,18097.0,0.31271
RP11-293M10.1,0.79959,0.234,1.867,18098.0,0.10374
CTD-3203P2.2,0.95184,0.352,1.867,18099.0,0.02658
ARL16,1.2205,0.701,1.867,18100.0,1.6932e-06
OR8I2,1.197,0.664,1.867,18101.0,9.3688e-06
SPACA5B,0.0,0.0,1.867,18102.0,0.3121
DNAJB7,1.2779,0.793,1.867,18103.0,8.592e-09
SPRR1A,1.0358,0.442,1.867,18104.0,0.0060385
RP11-1102P16.1,0.79808,0.234,1.867,18105.0,0.10386
AC110781.3,0.79907,0.234,1.867,18106.0,0.10378
OR2A1,1.1348,0.572,1.867,18107.0,0.00025996
KRTAP5-6,0.79692,0.234,1.867,18108.0,0.10396
RNF223,0.95227,0.352,1.867,18109.0,0.026565
CARHSP1,1.1689,0.621,1.867,18110.0,5.0284e-05
TMEM31,1.0919,0.513,1.867,18111.0,0.0012864
C10orf115,1.0946,0.514,1.868,18112.0,0.0012785
S100A1,1.0391,0.443,1.868,18113.0,0.0060044
AC017104.2,1.0393,0.443,1.868,18114.0,0.0060024
AL162431.1,0.0,0.0,1.868,18115.0,0.31086
RP4-583P15.14,0.8058,0.235,1.868,18116.0,0.10325
ZNF766,1.2003,0.666,1.868,18117.0,9.2466e-06
LYRM2,1.1376,0.573,1.868,18118.0,0.00025796
IFNL2,1.2645,0.767,1.868,18119.0,4.9903e-08
SMN2,0.80431,0.235,1.868,18120.0,0.10337
C7orf34,1.1373,0.573,1.868,18121.0,0.00025816
IL9R,1.4313,1.055,1.868,18122.0,2.6805e-22
RP11-683L23.1,1.1363,0.572,1.868,18123.0,0.0002589
HIST1H2BA,0.80798,0.236,1.869,18124.0,0.10308
LEAP2,1.0981,0.515,1.869,18125.0,0.0012684
AL390778.1,0.0,0.0,1.869,18126.0,0.30974
THEM5,1.3227,0.864,1.869,18127.0,3.7917e-11
KCNMB3,1.2837,0.796,1.869,18128.0,8.2989e-09
RXFP3,1.3559,0.92,1.869,18129.0,1.6003e-13
ZSCAN5B,1.3449,0.902,1.869,18130.0,1.0007e-12
TSPY1,0.0,0.0,1.869,18131.0,0.30999
AC005082.1,0.81119,0.236,1.869,18132.0,0.10283
VCX3A,0.0,0.0,1.87,18133.0,0.30958
KRTAP8-1,0.81295,0.237,1.87,18134.0,0.1027
PRR24,0.0,0.0,1.87,18135.0,0.30901
SIGLEC15,1.2854,0.797,1.87,18136.0,8.2148e-09
C2ORF15,1.1448,0.576,1.87,18137.0,0.00025278
USP50,1.4047,1.004,1.87,18138.0,2.6279e-18
AP001024.2,0.96299,0.355,1.87,18139.0,0.026211
OR10J3,1.1444,0.576,1.87,18140.0,0.00025309
OR10S1,1.1769,0.625,1.87,18141.0,4.8947e-05
TMEM211,0.96624,0.356,1.87,18142.0,0.026107
KIR3DL2,1.3362,0.885,1.87,18143.0,6.0804e-12
KRTAP13-4,0.0,0.0,1.87,18144.0,0.30876
OR4D5,1.2064,0.669,1.87,18145.0,9.0283e-06
KBTBD13,1.3138,0.845,1.87,18146.0,2.2574e-10
SELM,1.2287,0.705,1.87,18147.0,1.6327e-06
CYP2C19,1.4187,1.028,1.871,18148.0,6.4882e-20
AL365202.1,0.0,0.0,1.871,18149.0,0.30835
CYP4A22,1.4756,1.131,1.871,18150.0,1.4246e-29
LY6D,0.96814,0.357,1.871,18151.0,0.026045
ZNF321P,1.1067,0.519,1.871,18152.0,0.0012443
GRAPL,0.0,0.0,1.871,18153.0,0.30873
FAM163B,0.97121,0.357,1.871,18154.0,0.025948
PABPN1L,1.3934,0.981,1.872,18155.0,1.0122e-16
TTLL2,1.054,0.448,1.872,18156.0,0.0058508
AC073569.1,0.0,0.0,1.872,18157.0,0.30784
HSPB1,1.2551,0.742,1.872,18158.0,2.7797e-07
AC005549.3,0.0,0.0,1.872,18159.0,0.30741
OR4F4,0.0,0.0,1.872,18160.0,0.30741
CGREF1,1.2739,0.772,1.872,18161.0,4.7425e-08
AC104057.1,0.0,0.0,1.872,18162.0,0.30714
BLOC1S4,0.82878,0.239,1.872,18163.0,0.10151
TMEM234,1.2725,0.771,1.872,18164.0,4.7801e-08
GOLGA8B,1.1831,0.628,1.872,18165.0,4.7959e-05
CTB-54O9.9,1.0591,0.45,1.873,18166.0,0.0058012
GAGE2A,0.83703,0.241,1.873,18167.0,0.10091
MRPL21,1.3725,0.94,1.873,18168.0,2.4125e-14
AL136376.1,0.97977,0.36,1.873,18169.0,0.02568
OR6V1,1.1521,0.579,1.873,18170.0,0.0002477
ZNF85,1.1872,0.63,1.873,18171.0,4.73e-05
VEGFB,1.307,0.826,1.873,18172.0,1.3114e-09
GAPT,0.0,0.0,1.873,18173.0,0.30619
TCF24,0.97972,0.36,1.873,18174.0,0.025682
RAB19,1.2363,0.709,1.873,18175.0,1.5787e-06
SFT2D3,0.83165,0.24,1.873,18176.0,0.1013
DNLZ,1.1526,0.579,1.873,18177.0,0.00024737
C15orf54,0.98328,0.361,1.874,18178.0,0.025572
OR5B3,1.1892,0.63,1.874,18179.0,4.7001e-05
OR5H1,1.19,0.631,1.874,18180.0,4.6874e-05
ZNF780A,1.2397,0.711,1.874,18181.0,1.5554e-06
TMEM171,1.295,0.802,1.874,18182.0,7.7679e-09
PGA4,0.0,0.0,1.874,18183.0,0.30546
PLGRKT,1.2794,0.775,1.874,18184.0,4.604e-08
RNASE1,0.98213,0.36,1.874,18185.0,0.025608
FAM90A1,1.2396,0.711,1.874,18186.0,1.5557e-06
OR1S2,1.2153,0.673,1.874,18187.0,8.7248e-06
AL590714.1,0.0,0.0,1.875,18188.0,0.30518
HIST1H3H,1.0655,0.452,1.875,18189.0,0.0057387
ANKRD33,1.4078,0.999,1.875,18190.0,1.4957e-17
CCL20,1.16,0.582,1.875,18191.0,0.00024242
PAGE2B,1.1203,0.524,1.875,18192.0,0.0012072
P2RY6,1.2434,0.713,1.875,18193.0,1.5307e-06
MRPS28,1.1916,0.632,1.875,18194.0,4.6621e-05
MRPL11,1.2424,0.712,1.875,18195.0,1.5371e-06
CGB5,0.99025,0.362,1.875,18196.0,0.025362
CT45A6,0.0,0.0,1.875,18197.0,0.30472
PRAMEF18,0.0,0.0,1.876,18198.0,0.3043
CMA1,1.2991,0.804,1.876,18199.0,7.5861e-09
PAPPA-AS1,0.0,0.0,1.876,18200.0,0.30349
SLC39A11,1.4152,1.011,1.876,18201.0,2.3522e-18
ZNF705B,1.1645,0.584,1.876,18202.0,0.00023945
AC108868.1,0.0,0.0,1.876,18203.0,0.30351
CLEC7A,1.3493,0.893,1.876,18204.0,5.5087e-12
FGF5,1.3259,0.852,1.876,18205.0,2.0811e-10
C6orf226,0.0,0.0,1.876,18206.0,0.30419
OR2T29,0.85324,0.243,1.876,18207.0,0.099777
PLGLB2,0.0,0.0,1.876,18208.0,0.30421
C20orf201,0.99541,0.364,1.876,18209.0,0.025208
TMEM257,0.85524,0.244,1.876,18210.0,0.09964
DDIT4L,1.245,0.714,1.876,18211.0,1.5197e-06
CTD-2547L24.3,0.99467,0.363,1.876,18212.0,0.02523
TMEM134,1.3292,0.854,1.877,18213.0,2.0372e-10
KRTAP4-1,1.0769,0.455,1.877,18214.0,0.0056309
EQTN,1.3515,0.894,1.877,18215.0,5.4219e-12
AL163636.6,0.86386,0.245,1.877,18216.0,0.099062
FFAR3,1.1674,0.585,1.877,18217.0,0.00023758
LAIR2,1.2691,0.749,1.877,18218.0,2.5967e-07
MRAP2,1.2718,0.75,1.878,18219.0,2.5633e-07
NPB,0.8663,0.245,1.878,18220.0,0.0989
OR5H2,1.1714,0.587,1.878,18221.0,0.00023505
AEN,1.3312,0.855,1.878,18222.0,2.0092e-10
KIR2DL1,1.3898,0.961,1.878,18223.0,3.5684e-15
ANKRD23,1.4263,1.026,1.878,18224.0,3.5366e-19
CTB-60B18.6,0.0,0.0,1.878,18225.0,0.30206
GUCA1C,1.2713,0.75,1.878,18226.0,2.5694e-07
GOLGA8J,1.4059,0.989,1.878,18227.0,8.9595e-17
CGB,0.87618,0.247,1.879,18228.0,0.098257
PRAMEF1,1.3458,0.878,1.879,18229.0,3.2165e-11
SYCN,1.206,0.638,1.879,18230.0,4.4492e-05
OR8H2,1.1363,0.53,1.879,18231.0,0.0011661
SERPINB4,1.4082,0.991,1.879,18232.0,8.7622e-17
KRTAP9-7,0.0,0.0,1.879,18233.0,0.30156
SMIM8,1.0844,0.458,1.879,18234.0,0.0055617
POLR2K,1.1345,0.529,1.879,18235.0,0.0011708
PMM2,1.4139,1.003,1.879,18236.0,1.4072e-17
C12orf73,1.0105,0.367,1.879,18237.0,0.024774
FAM111B,0.87166,0.246,1.879,18238.0,0.098549
GOLGA6L10,1.1348,0.529,1.879,18239.0,0.00117
TNFRSF18,1.2557,0.719,1.88,18240.0,1.4516e-06
NBPF24,1.0873,0.459,1.88,18241.0,0.0055357
LCE2B,0.88256,0.248,1.88,18242.0,0.097851
OR8S1,1.2568,0.719,1.88,18243.0,1.4449e-06
ZNF256,1.0879,0.459,1.88,18244.0,0.0055297
CT45A1,0.0,0.0,1.88,18245.0,0.30048
ZBED6CL,1.1377,0.53,1.88,18246.0,0.0011628
SERF1B,0.0,0.0,1.88,18247.0,0.30017
PRSS55,1.3478,0.879,1.88,18248.0,3.1731e-11
OR56B4,1.2364,0.683,1.881,18249.0,8.0533e-06
OR4A16,1.183,0.592,1.881,18250.0,0.00022787
ZNF671,1.2961,0.784,1.881,18251.0,4.2147e-08
MOAP1,1.3249,0.836,1.881,18252.0,1.1736e-09
IL3RA,1.4798,1.121,1.881,18253.0,2.9891e-27
DUPD1,1.2789,0.754,1.881,18254.0,2.4781e-07
SEPT12,1.4313,1.029,1.881,18255.0,3.3500000000000005e-19
FAM162B,1.2951,0.784,1.881,18256.0,4.2377e-08
PIGY,0.89237,0.25,1.881,18257.0,0.09724
MANSC4,1.2109,0.64,1.881,18258.0,4.3796e-05
SPIN2A,1.1443,0.533,1.881,18259.0,0.0011466
DEFB118,0.89919,0.251,1.882,18260.0,0.096825
DEFB119,0.90166,0.251,1.882,18261.0,0.096676
DEFB129,0.89521,0.25,1.882,18262.0,0.097066
DAPL1,1.2171,0.643,1.882,18263.0,4.2949e-05
C2orf57,0.89549,0.25,1.882,18264.0,0.097049
LCNL1,1.145,0.533,1.882,18265.0,0.0011448
PRAMEF16,0.0,0.0,1.882,18266.0,0.2979
CXorf40B,1.0243,0.371,1.882,18267.0,0.02439
OR11G2,1.2622,0.722,1.882,18268.0,1.4116e-06
AC187652.1,0.90577,0.252,1.883,18269.0,0.096431
KBTBD4,0.0,0.0,1.883,18270.0,0.29725
OR10A6,1.3174,0.814,1.883,18271.0,6.8327e-09
VPREB1,0.90475,0.251,1.883,18272.0,0.096491
HIST1H3D,1.1512,0.535,1.883,18273.0,0.00113
CYP2C8,1.4563,1.073,1.883,18274.0,1.9758999999999998e-22
GIMAP5,0.9045,0.251,1.883,18275.0,0.096506
OR6K2,1.284,0.757,1.883,18276.0,2.4185e-07
DEFB121,0.90457,0.251,1.883,18277.0,0.096502
AP000688.1,0.0,0.0,1.883,18278.0,0.29757
ZNF716,1.2652,0.724,1.883,18279.0,1.3942e-06
LST1,1.1511,0.535,1.883,18280.0,0.0011303
OTOP1,1.4657,1.091,1.883,18281.0,4.8437e-24
PP13004,0.90274,0.251,1.883,18282.0,0.096611
CCDC23,1.1492,0.534,1.883,18283.0,0.0011348
TMEM261,1.1003,0.463,1.883,18284.0,0.0054207
MT1B,1.1054,0.464,1.884,18285.0,0.0053775
SYNGR4,1.3343,0.841,1.884,18286.0,1.1085e-09
OR2D2,1.3052,0.789,1.884,18287.0,4.0212e-08
C9orf141,1.1542,0.536,1.884,18288.0,0.0011229
AC090427.1,0.0,0.0,1.884,18289.0,0.29639
C1orf143,0.91547,0.253,1.884,18290.0,0.095863
RBMY1F,0.0,0.0,1.884,18291.0,0.29637
CDRT4,0.91675,0.253,1.884,18292.0,0.095789
APOL6,0.91261,0.253,1.884,18293.0,0.096029
TNFRSF17,1.2691,0.725,1.884,18294.0,1.3715e-06
CTB-134H23.2,0.91158,0.252,1.884,18295.0,0.096089
EMP2,1.2868,0.758,1.884,18296.0,2.3873e-07
DEFB130,0.0,0.0,1.885,18297.0,0.29563
OR1S1,1.2274,0.647,1.885,18298.0,4.1578e-05
SPATA31A3,0.0,0.0,1.885,18299.0,0.29526
TSPY2,0.92564,0.255,1.885,18300.0,0.095282
NBPF11,1.1587,0.538,1.885,18301.0,0.0011126
BHLHA9,0.0,0.0,1.885,18302.0,0.2959
C9orf66,1.0415,0.375,1.885,18303.0,0.023936
LRG1,0.92811,0.255,1.885,18304.0,0.095143
AC112721.1,0.0,0.0,1.885,18305.0,0.2956
B3GNT6,1.3366,0.842,1.885,18306.0,1.093e-09
MBD3L4,0.0,0.0,1.885,18307.0,0.29496
GAL3ST2,1.3591,0.885,1.885,18308.0,2.9341e-11
HTN3,1.2314,0.649,1.886,18309.0,4.1066e-05
RHOXF2,1.2006,0.599,1.886,18310.0,0.00021767
DMRTC1,1.0508,0.377,1.886,18311.0,0.023698
ARL11,1.1186,0.468,1.886,18312.0,0.0052678
NEUROG1,1.2014,0.599,1.886,18313.0,0.00021722
CGB7,1.1196,0.469,1.886,18314.0,0.0052599
HIST1H2AJ,1.0507,0.377,1.886,18315.0,0.0237
RP11-210M15.2,1.0523,0.378,1.886,18316.0,0.023659
C6orf48,1.0539,0.378,1.886,18317.0,0.023621
KRTAP5-8,0.92944,0.255,1.886,18318.0,0.095069
OR2T6,1.2289,0.648,1.886,18319.0,4.1385e-05
NAT1,1.3987,0.957,1.886,18320.0,1.9294e-14
AL161784.1,0.93518,0.256,1.886,18321.0,0.09475
WFDC6,1.1655,0.54,1.886,18322.0,0.001097
SERPINA9,1.3899,0.941,1.886,18323.0,1.2106e-13
C1orf111,1.3509,0.866,1.886,18324.0,1.7676e-10
ZNF721,0.93448,0.256,1.886,18325.0,0.094789
SPG20OS,1.0521,0.378,1.886,18326.0,0.023665
RP11-386G21.1,1.0477,0.376,1.886,18327.0,0.023775
SIRPD,1.3104,0.792,1.886,18328.0,3.9148e-08
TEX38,1.2974,0.764,1.887,18329.0,2.2724e-07
ZNF726,1.2567,0.692,1.887,18330.0,7.4752e-06
VPREB3,0.93814,0.256,1.887,18331.0,0.094588
SPRN,0.0,0.0,1.887,18332.0,0.29377
C10orf32,1.2955,0.763,1.887,18333.0,2.2921e-07
C4orf19,0.94326,0.257,1.887,18334.0,0.09431
CBWD3,1.2772,0.729,1.887,18335.0,1.326e-06
AC022400.2,0.0,0.0,1.887,18336.0,0.29318
TSPY8,0.0,0.0,1.887,18337.0,0.29328
C1orf180,0.93947,0.257,1.887,18338.0,0.094516
TMEM238,0.0,0.0,1.887,18339.0,0.29387
CST9,1.1681,0.541,1.887,18340.0,0.0010911
C8orf31,1.3131,0.793,1.887,18341.0,3.8618e-08
DEFB113,0.94736,0.258,1.888,18342.0,0.09409
ANKRD34B,1.405,0.961,1.888,18343.0,1.8309e-14
TRIB3,1.3953,0.944,1.888,18344.0,1.1597e-13
KRTAP3-1,1.0663,0.381,1.888,18345.0,0.023316
DEFB104A,0.95383,0.259,1.888,18346.0,0.093748
AC009403.2,1.0639,0.38,1.888,18347.0,0.023373
AC012360.1,0.0,0.0,1.888,18348.0,0.2923
AL161450.1,0.0,0.0,1.888,18349.0,0.2923
ZNF429,1.2355,0.651,1.888,18350.0,4.0549e-05
DNAJC15,1.3587,0.871,1.889,18351.0,1.682e-10
RPUSD1,1.3594,0.871,1.889,18352.0,1.6742e-10
OR1J2,0.96152,0.26,1.889,18353.0,0.093349
OR4C6,1.1361,0.474,1.889,18354.0,0.005129
PRAMEF13,0.0,0.0,1.889,18355.0,0.29184
TFF2,1.3024,0.766,1.889,18356.0,2.2197e-07
CDRT15,1.2854,0.733,1.889,18357.0,1.282e-06
DEFB105B,0.0,0.0,1.889,18358.0,0.29184
TYRP1,1.4813,1.107,1.889,18359.0,6.557000000000001e-25
URAD,1.1347,0.473,1.889,18360.0,0.0051396
OVCA2,1.2855,0.733,1.889,18361.0,1.2811e-06
CLIC3,1.3339,0.823,1.889,18362.0,6.2316e-09
IFITM2,1.133,0.473,1.889,18363.0,0.0051529
MBD3L3,0.0,0.0,1.889,18364.0,0.29097
